Time (s),u: X (4),u: Y (4),u: Z (4),,Time (s),u: X (3),u: Y (3),u: Z (3),,Time (s),u: X (5),u: Y (5),u: Z (5),,Time (s),Rot Vec: X (84),Rot Vec: Y (84),Rot Vec: Z (84),,Time (s),Lin Acc: X (82),Lin Acc: Y (82),Lin Acc: Z (82),,
48516.32336,1.972,-1.861,1.383,,48516.29846,-3.458,0.563,-2.034,,,,,,,,,,,,,,,,,
48516.32834,1.999,-2.189,1.767,,48516.30343,-4.616,0.148,-2.024,,,,,,,,,,,,,,,,,
48516.33331,2.058,-2.644,2.123,,48516.30841,-5.988,-0.697,-2.214,,,,,,,,,,,,,,,,,
48516.33828,2.12,-3.239,2.515,,48516.31338,-7.059,-1.783,-2.596,,,,,,,,,,,,,,,,,
48516.34326,2.171,-3.92,2.949,,48516.31836,-7.368,-3.169,-2.939,,,,,,,,,,,,,,,,,
48516.34823,2.2,-4.577,3.395,,48516.32336,-8.063,-4.535,-3.626,,,,,,,,,,,,,,,,,
48516.35324,2.229,-5.169,3.817,,48516.32834,-9.598,-5.97,-5.047,,,,,,,,,,,,,,,,,
48516.35821,2.38,-5.539,4.205,,48516.33331,-11.164,-7.203,-6.33,,,,,,,,,,,,,,,,,
48516.36319,3.048,-5.191,4.617,,48516.33828,-12.022,-8.047,-6.894,,,,,,,,,,,,,,,,,
48516.36816,4.723,-3.785,5.054,,48516.34326,-12.455,-8.651,-6.984,,,,,,,,,,,,,,,,,
48516.37314,7.069,-1.912,5.301,,48516.34823,-13.089,-9.388,-5.317,,,,,,,,,,,,,,,,,
48516.37811,9.386,-0.176,5.115,,48516.35324,-14.864,-11.294,3.727,,,,,,,,,,,,,,,,,
48516.38308,11.292,1.427,4.165,,48516.35821,-17.649,-16.524,19.613,,,,,,,,,,,,,,,,,
48516.39306,11.127,10.269,1.168,,48516.36319,-18.671,-19.613,19.613,,,,,,,,,,,,,,,,,
48516.39804,8.398,15.846,0.298,,48516.36816,-17.078,-19.613,19.343,,,,,,,,,,,,,,,,,
48516.40301,6.125,16.391,-0.597,,48516.37314,-15.383,-19.54,19.584,,,,,,,,,,,,,,,,,
48516.40799,4.354,12.313,-1.134,,48516.37811,-14.394,-19.613,19.613,,,,,,,,,,,,,,,,,
48516.41296,2.88,5.614,-0.534,,48516.38308,-14.693,-19.613,19.609,,,,,,,,,,,,,,,,,
48516.41794,1.897,0.014,1.273,,48516.39306,-5.122,-19.613,19.547,,,,,,,,,,,,,,,,,
48516.42294,1.581,-3.387,3.372,,48516.39804,-11.306,-19.613,7.308,,,,,,,,,,,,,,,,,
48516.42792,1.687,-5.415,4.865,,48516.40301,-19.613,-19.613,-17.785,,,,,,,,,,,,,,,,,
48516.43289,1.903,-6.817,5.641,,48516.40799,-19.613,-19.613,-19.613,,,,,,,,,,,,,,,,,
48516.43786,2.132,-7.851,6.016,,48516.41296,-19.443,-19.613,-10.451,,,,,,,,,,,,,,,,,
48516.44284,2.387,-8.629,6.112,,48516.41794,-19.613,-19.613,-1.231,,,,,,,,,,,,,,,,,
48516.44781,2.646,-9.237,6.002,,48516.42294,-19.613,-19.613,-0.204,,,,,,,,,,,,,,,,,
48516.45279,2.871,-9.661,5.784,,48516.42792,-18.085,-19.613,-1.868,,,,,,,,,,,,,,,,,
48516.45776,3.024,-9.846,5.537,,48516.43289,-12.769,-19.613,-2.165,,,,,,,,,,,,,,,,,
48516.46277,3.074,-9.808,5.242,,48516.43786,-8.641,-19.613,-2.094,,,,,,,,,,,,,,,,,
48516.46774,3.006,-9.605,4.886,,48516.44284,-6.036,-19.298,-1.899,,,,,,,,,,,,,,,,,
48516.47271,2.812,-9.313,4.464,,48516.44781,-4.879,-18.441,-1.914,,,,,,,,,,,,,,,,,
48516.47769,2.494,-9.047,4.01,,48516.45279,-3.877,-17.442,-1.903,,,,,,,,,,,,,,,,,
48516.48266,2.08,-8.844,3.572,,48516.45776,-2.8,-16.65,-2.352,,,,,,,,,,,,,,,,,
48516.48764,1.623,-8.691,3.161,,48516.46277,-1.834,-15.96,-3.247,,,,,,,,,,,,,,,,,
48516.49261,1.171,-8.542,2.791,,48516.46774,-1.119,-15.23,-4.787,,,,,,,,,,,,,,,,,
48516.49759,0.755,-8.368,2.47,,48516.47271,-0.766,-14.609,-6.257,,,,,,,,,,,,,,,,,
48516.50259,0.386,-8.184,2.234,,48516.47769,-0.569,-13.931,-7.156,,,,,,,,,,,,,,,,,
48516.50757,0.06,-8.039,2.114,,48516.48266,-0.15,-12.811,-7.15,,,,,,,,,,,,,,,,,
48516.51254,-0.224,-7.948,2.105,,48516.48764,0.032,-11.792,-6.667,,,,,,,,,,,,,,,,,
48516.51751,-0.466,-7.883,2.179,,48516.49261,-0.405,-10.897,-6.175,,,,,,,,,,,,,,,,,
48516.52249,-0.656,-7.796,2.303,,48516.49759,-1.323,-9.999,-6.267,,,,,,,,,,,,,,,,,
48516.52749,-0.799,-7.667,2.437,,48516.50259,-2.516,-9.046,-6.446,,,,,,,,,,,,,,,,,
48516.53247,-0.902,-7.494,2.568,,48516.50757,-3.38,-8.139,-6.362,,,,,,,,,,,,,,,,,
48516.53744,-0.984,-7.315,2.692,,48516.51254,-3.459,-7.122,-5.842,,,,,,,,,,,,,,,,,
48516.54242,-1.072,-7.151,2.8,,48516.51751,-3.011,-5.979,-5.202,,,,,,,,,,,,,,,,,
48516.54739,-1.184,-7.038,2.899,,48516.52249,-2.286,-4.76,-4.581,,,,,,,,,,,,,,,,,
48516.642,0.871,4.963,3.854,,48516.52749,-1.839,-3.723,-4.589,,,,,,,,,,,,,,,,,
48516.64697,0.927,5.948,3.98,,48516.53247,-1.501,-2.829,-4.927,,,,,,,,,,,,,,,,,
48516.65194,0.918,6.701,4.099,,48516.53744,-1.071,-1.864,-5.647,,,,,,,,,,,,,,,,,
48516.65692,0.842,7.255,4.16,,48516.54242,-0.915,-1.151,-6.611,,,,,,,,,,,,,,,,,
48516.66189,0.698,7.655,4.147,,48516.54739,-0.47,-0.448,-7.934,,,,,,,,,,,,,,,,,
48516.66687,0.499,7.935,4.073,,48516.642,5.049,-4.055,-0.697,,,,,,,,,,,,,,,,,
48516.67184,0.275,8.11,3.954,,48516.64697,5.474,-4.292,-1.533,,,,,,,,,,,,,,,,,
48516.67685,0.042,8.202,3.786,,48516.65194,6.008,-4.018,-2.343,,,,,,,,,,,,,,,,,
48516.68182,-0.181,8.235,3.584,,48516.65692,6.318,-3.628,-2.945,,,,,,,,,,,,,,,,,
48516.6868,-0.397,8.207,3.361,,48516.66189,6.537,-3.212,-3.168,,,,,,,,,,,,,,,,,
48516.69177,-0.606,8.126,3.104,,48516.66687,6.628,-2.759,-3.156,,,,,,,,,,,,,,,,,
48516.69674,-0.795,8.027,2.827,,48516.67184,6.569,-2.306,-2.947,,,,,,,,,,,,,,,,,
48516.70172,-0.963,7.912,2.535,,48516.67685,6.251,-1.964,-2.895,,,,,,,,,,,,,,,,,
48516.70672,-1.108,7.764,2.241,,48516.68182,6.18,-1.487,-3.101,,,,,,,,,,,,,,,,,
48516.7117,-1.225,7.583,1.933,,48516.6868,5.977,-1.137,-2.957,,,,,,,,,,,,,,,,,
48516.71667,-1.312,7.372,1.611,,48516.69177,5.724,-0.883,-2.503,,,,,,,,,,,,,,,,,
48516.72165,-1.371,7.14,1.285,,48516.69674,5.304,-0.764,-2.328,,,,,,,,,,,,,,,,,
48516.72662,-1.4,6.912,0.953,,48516.70172,4.908,-0.705,-1.922,,,,,,,,,,,,,,,,,
48516.7316,-1.408,6.717,0.611,,48516.70672,4.717,-0.61,-1.609,,,,,,,,,,,,,,,,,
48516.73657,-1.383,6.59,0.253,,48516.7117,4.271,-0.608,-1.246,,,,,,,,,,,,,,,,,
48516.74157,-1.312,6.498,-0.124,,48516.71667,3.904,-0.599,-0.852,,,,,,,,,,,,,,,,,
48516.74655,-1.184,6.411,-0.493,,48516.72165,3.593,-0.61,-0.494,,,,,,,,,,,,,,,,,
48516.75152,-1.018,6.347,-0.824,,48516.72662,3.298,-0.558,0.063,,,,,,,,,,,,,,,,,
48516.7565,-0.818,6.278,-1.107,,48516.7316,3.12,-0.314,0.648,,,,,,,,,,,,,,,,,
48516.76147,-0.393,5.892,-1.258,,48516.73657,2.848,0.026,1.268,,,,,,,,,,,,,,,,,
48516.76645,0.256,5.165,-1.229,,48516.74157,2.305,0.367,1.752,,,,,,,,,,,,,,,,,
48516.77142,0.754,4.627,-1.219,,48516.74655,1.692,0.495,1.931,,,,,,,,,,,,,,,,,
48516.7764,1.093,4.249,-1.299,,48516.75152,0.223,0.181,2.706,,,,,,,,,,,,,,,,,
48516.7814,1.306,3.935,-1.465,,48516.7565,-3.562,-0.737,4.943,,,,,,,,,,,,,,,,,
48516.78637,1.392,3.7,-1.682,,48516.76147,-3.673,-0.908,3.889,,,,,,,,,,,,,,,,,
48516.79135,1.395,3.496,-1.925,,48516.76645,-2.604,-0.879,2.356,,,,,,,,,,,,,,,,,
48516.79632,1.361,3.259,-2.175,,48516.77142,-1.323,-0.837,0.775,,,,,,,,,,,,,,,,,
48516.8013,1.3,2.962,-2.415,,48516.7764,-0.37,-0.917,-0.726,,,,,,,,,,,,,,,,,
48516.80627,1.236,2.601,-2.646,,48516.7814,0.191,-1.179,-1.778,,,,,,,,,,,,,,,,,
48516.81125,1.19,2.182,-2.877,,48516.78637,0.315,-1.658,-2.503,,,,,,,,,,,,,,,,,
48516.81625,1.18,1.705,-3.118,,48516.79135,0.261,-2.192,-2.924,,,,,,,,,,,,,,,,,
48516.82123,1.199,1.17,-3.382,,48516.79632,0.245,-2.642,-3.058,,,,,,,,,,,,,,,,,
48516.8262,1.235,0.528,-3.673,,48516.8013,0.238,-3.097,-2.951,,,,,,,,,,,,,,,,,
48516.83117,1.254,-0.129,-3.995,,48516.80627,0.297,-3.587,-2.532,,,,,,,,,,,,,,,,,
48516.83615,1.227,-0.646,-4.335,,48516.81125,0.609,-4.057,-1.99,,,,,,,,,,,,,,,,,
48516.84112,1.218,-1.145,-4.705,,48516.81625,1.189,-4.552,-2.031,,,,,,,,,,,,,,,,,
48516.8461,1.322,-1.862,-5.134,,48516.82123,1.986,-4.9,-2.335,,,,,,,,,,,,,,,,,
48516.8511,1.642,-3.029,-5.662,,48516.8262,2.749,-4.897,-2.47,,,,,,,,,,,,,,,,,
48516.85608,1.988,-4.351,-6.283,,48516.83117,3.476,-4.992,-2.121,,,,,,,,,,,,,,,,,
48516.86105,1.932,-5.201,-6.899,,48516.83615,4.233,-5.569,-1.446,,,,,,,,,,,,,,,,,
48516.86603,1.484,-5.634,-7.464,,48516.84112,5.505,-6.318,-0.523,,,,,,,,,,,,,,,,,
48516.871,0.831,-5.76,-7.942,,48516.8461,7.129,-7.409,0.149,,,,,,,,,,,,,,,,,
48516.87597,0.113,-5.374,-8.372,,48516.8511,6.977,-9.373,-2.428,,,,,,,,,,,,,,,,,
48516.88095,-0.411,-4.379,-8.765,,48516.85608,4.454,-13.512,-6.351,,,,,,,,,,,,,,,,,
48516.88592,-0.649,-2.78,-8.872,,48516.86105,1.067,-19.311,-6.938,,,,,,,,,,,,,,,,,
48516.89093,-0.822,-0.869,-8.545,,48516.86603,-2.118,-19.613,-5.169,,,,,,,,,,,,,,,,,
48516.8959,-0.999,1.189,-7.878,,48516.871,-5.011,-19.531,-3.588,,,,,,,,,,,,,,,,,
48516.90088,-1.059,3.218,-6.811,,48516.87597,-8.546,-19.595,2.652,,,,,,,,,,,,,,,,,
48516.90585,-0.905,4.823,-5.408,,48516.88095,-12.329,-19.613,4.606,,,,,,,,,,,,,,,,,
48516.91083,-0.557,5.636,-3.915,,48516.88592,-12.721,-19.612,4.114,,,,,,,,,,,,,,,,,
48516.91583,-0.334,5.983,-2.675,,48516.89093,-13.459,-19.613,3.285,,,,,,,,,,,,,,,,,
48516.9208,-0.256,6.175,-1.757,,48516.8959,-14.244,-19.613,2.194,,,,,,,,,,,,,,,,,
48516.92578,-0.223,6.229,-1.09,,48516.90088,-13.758,-19.613,0.895,,,,,,,,,,,,,,,,,
48516.93075,-0.226,6.152,-0.618,,48516.90585,-10.487,-19.613,-1.028,,,,,,,,,,,,,,,,,
48516.93573,-0.254,6.021,-0.278,,48516.91083,-7.44,-19.613,-1.731,,,,,,,,,,,,,,,,,
48516.9407,-0.301,5.858,-0.01,,48516.91583,-5.185,-19.613,-1.578,,,,,,,,,,,,,,,,,
48516.94568,-0.357,5.654,0.202,,48516.9208,-3.613,-19.215,-1.386,,,,,,,,,,,,,,,,,
48516.95065,-0.447,5.43,0.378,,48516.92578,-2.459,-15.294,-0.831,,,,,,,,,,,,,,,,,
48516.95562,-0.594,5.2,0.534,,48516.93075,-2.019,-10.959,-0.509,,,,,,,,,,,,,,,,,
48516.96063,-1.03,5.059,0.653,,48516.93573,-1.885,-8.027,-0.602,,,,,,,,,,,,,,,,,
48516.9656,-2.965,5.781,0.534,,48516.9407,-1.966,-5.988,-0.79,,,,,,,,,,,,,,,,,
48516.97058,-5.894,7.847,0.163,,48516.94568,-2.216,-4.677,-1.142,,,,,,,,,,,,,,,,,
48516.97555,-8.026,10.593,-0.241,,48516.95065,-2.813,-3.847,-1.562,,,,,,,,,,,,,,,,,
48516.98053,-8.613,12.698,-0.538,,48516.95562,-3.174,0.384,-0.405,,,,,,,,,,,,,,,,,
48516.9855,-7.954,12.642,-0.666,,48516.96063,-3.041,5.365,9.722,,,,,,,,,,,,,,,,,
48516.99048,-6.362,10.112,-0.607,,48516.9656,-3.517,4.384,19.613,,,,,,,,,,,,,,,,,
48516.99548,-4.491,6.955,-0.333,,48516.97058,-4.975,-0.496,19.613,,,,,,,,,,,,,,,,,
48517.00046,-3.275,4.732,0.076,,48516.97555,-8.198,-8.356,17.893,,,,,,,,,,,,,,,,,
48517.00543,-2.642,3.214,0.404,,48516.98053,-12.637,-18.451,10.142,,,,,,,,,,,,,,,,,
48517.0104,-2.11,2.015,0.626,,48516.9855,-18.329,-19.613,6.197,,,,,,,,,,,,,,,,,
48517.01538,-1.583,1.108,0.795,,48516.99048,-19.613,-19.506,-1.277,,,,,,,,,,,,,,,,,
48517.02035,-1.187,0.401,0.961,,48516.99548,-19.583,-19.568,-10.679,,,,,,,,,,,,,,,,,
48517.02533,-1.005,0.076,1.192,,48517.00046,-19.574,-19.613,-11.68,,,,,,,,,,,,,,,,,
48517.03033,-1.102,0.698,1.522,,48517.00543,-19.613,-19.613,-9.045,,,,,,,,,,,,,,,,,
48517.03531,-1.959,3.782,1.734,,48517.0104,-19.613,-19.612,-8.122,,,,,,,,,,,,,,,,,
48517.04028,-3.23,7.164,1.595,,48517.01538,-19.612,-19.613,-7.022,,,,,,,,,,,,,,,,,
48517.04526,-4.026,8.995,1.145,,48517.02035,-19.613,-19.613,-3.295,,,,,,,,,,,,,,,,,
48517.05023,-4.131,9.432,0.495,,48517.02533,-19.613,-19.613,14.481,,,,,,,,,,,,,,,,,
48517.0552,-3.554,8.866,-0.282,,48517.03033,-19.613,-18.468,19.613,,,,,,,,,,,,,,,,,
48517.06021,-2.437,7.332,-1.065,,48517.03531,-19.301,-13.063,15.803,,,,,,,,,,,,,,,,,
48517.06518,-1.235,5.269,-1.688,,48517.04028,-16.112,-8.943,10.703,,,,,,,,,,,,,,,,,
48517.07016,-0.383,3.422,-2,,48517.04526,-11.389,-5.368,11.419,,,,,,,,,,,,,,,,,
48517.07513,0.028,2.105,-1.987,,48517.05023,-6.561,-2.317,13.395,,,,,,,,,,,,,,,,,
48517.08011,0.164,1.22,-1.754,,48517.0552,-3.485,-1.855,11.565,,,,,,,,,,,,,,,,,
48517.08508,0.146,0.529,-1.42,,48517.06021,-3.31,-3.639,8.015,,,,,,,,,,,,,,,,,
48517.09005,0.037,-0.202,-1.071,,48517.06518,-4.735,-6.043,4.363,,,,,,,,,,,,,,,,,
48517.09506,-0.097,-0.941,-0.766,,48517.07016,-5.815,-7.532,2.314,,,,,,,,,,,,,,,,,
48517.10003,-0.195,-1.491,-0.544,,48517.07513,-6.049,-7.922,0.572,,,,,,,,,,,,,,,,,
48517.10501,-0.248,-1.791,-0.419,,48517.08011,-5.976,-7.622,-2.82,,,,,,,,,,,,,,,,,
48517.10998,-0.26,-1.84,-0.405,,48517.08508,-5.598,-6.761,-5.683,,,,,,,,,,,,,,,,,
48517.11496,-0.254,-1.642,-0.502,,48517.09005,-4.499,-5.455,-5.787,,,,,,,,,,,,,,,,,
48517.11993,-0.25,-1.309,-0.655,,48517.09506,-2.899,-4.159,-4.409,,,,,,,,,,,,,,,,,
48517.12491,-0.241,-0.976,-0.809,,48517.10003,-1.008,-3.041,-2.802,,,,,,,,,,,,,,,,,
48517.12991,-0.219,-0.677,-0.953,,48517.10501,0.786,-2.177,-1.369,,,,,,,,,,,,,,,,,
48517.13489,-0.181,-0.424,-1.079,,48517.10998,2.1,-1.544,-0.417,,,,,,,,,,,,,,,,,
48517.13986,-0.135,-0.207,-1.201,,48517.11496,2.401,-1.221,0.004,,,,,,,,,,,,,,,,,
48517.14483,-0.078,-0.037,-1.311,,48517.11993,2.45,-1.08,0.297,,,,,,,,,,,,,,,,,
48517.14981,-0.012,0.044,-1.399,,48517.12491,2.328,-1.074,0.613,,,,,,,,,,,,,,,,,
48517.15481,0.107,-0.089,-1.455,,48517.12991,2.193,-1.119,0.738,,,,,,,,,,,,,,,,,
48517.15979,0.357,-0.59,-1.485,,48517.13489,2.069,-1.33,0.841,,,,,,,,,,,,,,,,,
48517.16476,0.741,-1.388,-1.425,,48517.13986,1.704,-1.843,0.804,,,,,,,,,,,,,,,,,
48517.16974,1.194,-2.295,-1.222,,48517.14483,1.031,-2.713,0.793,,,,,,,,,,,,,,,,,
48517.17471,1.636,-3.092,-0.904,,48517.14981,0.384,-4.032,1.462,,,,,,,,,,,,,,,,,
48517.17969,1.99,-3.634,-0.521,,48517.15481,-1.475,-5.686,2.537,,,,,,,,,,,,,,,,,
48517.18466,2.236,-3.877,-0.148,,48517.15979,-4.453,-7.077,3.758,,,,,,,,,,,,,,,,,
