Time (s),u: X (4),u: Y (4),u: Z (4),,Time (s),u: X (3),u: Y (3),u: Z (3),,Time (s),u: X (5),u: Y (5),u: Z (5),,Time (s),Rot Vec: X (84),Rot Vec: Y (84),Rot Vec: Z (84),,Time (s),Lin Acc: X (82),Lin Acc: Y (82),Lin Acc: Z (82),,
48509.26858,1.401,-0.261,0.667,,48509.24368,13.902,-1.806,-1.772,,48513.94851,-9.375,27.38,-24.829,,48509.83615,-0.567,-0.391,-0.436,,48509.83114,-0.553,-1.077,0.166,,
48509.27356,1.448,-0.32,0.58,,48509.24865,14.069,-1.783,-1.726,,48513.96844,-9.277,27.283,-24.963,,48509.84112,-0.567,-0.391,-0.436,,48509.83615,-0.198,-0.581,-0.006,,
48509.27853,1.507,-0.353,0.497,,48509.25363,14.176,-1.88,-1.333,,48513.98834,-9.18,26.794,-24.829,,48509.8461,-0.567,-0.391,-0.436,,48509.8461,0.067,-0.246,-0.117,,
48509.28351,1.576,-0.368,0.416,,48509.2586,14.36,-1.968,-0.79,,48514.00827,-9.082,26.208,-25.842,,48509.85605,-0.567,-0.392,-0.436,,48509.85605,0.279,0.17,-0.654,,
48509.28848,1.645,-0.367,0.341,,48509.26361,14.635,-2.055,-0.336,,48514.02817,-9.082,25.818,-26.099,,48509.86102,-0.567,-0.392,-0.436,,48509.86102,0.249,0.267,-0.799,,
48509.29345,1.713,-0.349,0.273,,48509.26858,14.715,-2.164,0.053,,48514.04809,-9.473,25.024,-26.855,,48509.866,-0.566,-0.393,-0.436,,48509.866,0.414,0.399,-0.918,,
48509.29843,1.774,-0.307,0.224,,48509.27356,14.732,-2.301,0.451,,48514.06799,-9.766,24.634,-28.113,,48509.87097,-0.566,-0.394,-0.436,,48509.87097,0.639,0.504,-1.026,,
48509.3034,1.828,-0.247,0.19,,48509.27853,14.697,-2.376,0.741,,48514.08792,-9.766,24.341,-28.748,,48509.87597,-0.566,-0.395,-0.436,,48509.87597,0.339,0.439,-0.808,,
48509.30841,1.873,-0.171,0.166,,48509.28351,14.599,-2.542,0.932,,48514.10785,-9.863,23.157,-29.004,,48509.88095,-0.566,-0.395,-0.436,,48509.88095,0.154,0.386,-0.607,,
48509.31338,1.916,-0.088,0.147,,48509.28848,14.386,-2.808,1.124,,48514.12774,-9.766,23.059,-28.625,,48509.88592,-0.566,-0.396,-0.436,,48509.88592,0.087,0.281,-0.401,,
48509.31836,1.937,0.007,0.14,,48509.29345,14.198,-3.094,1.275,,48514.14767,-9.863,22.864,-28.882,,48509.8909,-0.566,-0.397,-0.437,,48509.8909,0.153,0.149,-0.208,,
48509.32333,1.921,0.121,0.139,,48509.29843,14.082,-3.322,1.392,,48514.16757,-9.961,23.352,-29.504,,48509.91083,-0.564,-0.4,-0.437,,48509.91083,0.44,0.384,0.192,,
48509.32831,1.87,0.241,0.134,,48509.3034,13.889,-3.473,1.427,,48514.1875,-10.547,22.571,-29.504,,48509.9158,-0.564,-0.402,-0.437,,48509.9158,0.642,0.534,0.394,,
48509.33328,1.781,0.34,0.121,,48509.30841,13.639,-3.527,1.254,,48514.2074,-11.23,21.289,-30.396,,48509.92077,-0.564,-0.403,-0.437,,48509.92077,0.76,0.737,0.491,,
48509.33825,1.668,0.39,0.105,,48509.31338,13.356,-3.53,0.913,,48514.22732,-11.719,21.289,-30.896,,48509.92575,-0.563,-0.404,-0.437,,48509.92575,0.758,0.86,0.723,,
48509.34326,1.544,0.384,0.084,,48509.31836,13.095,-3.54,0.439,,48514.25223,-12.988,19.824,-31.018,,48509.93072,-0.562,-0.406,-0.437,,48509.93072,0.853,0.953,0.895,,
48509.34823,1.422,0.339,0.059,,48509.32333,12.957,-3.558,-0.202,,48514.27212,-14.746,18.054,-34.058,,48509.9357,-0.562,-0.408,-0.437,,48509.9357,0.86,0.881,1.025,,
48509.35321,1.308,0.273,0.031,,48509.32831,12.779,-3.457,-0.975,,48514.29205,-16.016,15.503,-32.288,,48509.9407,-0.561,-0.41,-0.437,,48509.9407,0.763,0.734,1.073,,
48509.35818,1.217,0.19,-0.008,,48509.33328,12.513,-3.342,-1.805,,48514.31195,-16.602,13.831,-33.167,,48509.94568,-0.56,-0.412,-0.436,,48509.94568,0.615,0.643,1.04,,
48509.36316,1.152,0.109,-0.045,,48509.33825,12.202,-3.211,-2.393,,48514.33188,-16.113,12.354,-34.058,,48509.95065,-0.559,-0.415,-0.435,,48509.95065,0.489,0.605,0.908,,
48509.36813,1.114,0.03,-0.079,,48509.34326,11.932,-3.103,-2.693,,48514.3518,-14.355,11.67,-35.193,,48509.95563,-0.558,-0.417,-0.435,,48509.95563,0.411,0.572,0.617,,
48509.37311,1.099,-0.052,-0.105,,48509.34823,11.738,-3.071,-2.637,,48514.3717,-11.816,9.802,-36.584,,48509.9606,-0.558,-0.42,-0.434,,48509.9606,0.206,0.483,0.34,,
48509.37811,1.112,-0.134,-0.126,,48509.35321,11.514,-3.136,-2.387,,48514.39163,-9.473,8.032,-37.585,,48509.96557,-0.557,-0.422,-0.433,,48509.96557,0.065,0.429,0.042,,
48509.38308,1.141,-0.206,-0.143,,48509.35818,11.182,-3.262,-2.009,,48514.41153,-7.813,6.75,-37.964,,48509.97055,-0.556,-0.424,-0.432,,48509.97055,0.002,0.511,-0.168,,
48509.38806,1.184,-0.271,-0.154,,48509.36316,10.917,-3.44,-1.675,,48514.43146,-6.738,6.262,-38.855,,48509.97555,-0.555,-0.427,-0.431,,48509.97555,0.014,0.649,-0.343,,
48509.39303,1.227,-0.319,-0.17,,48509.36813,10.773,-3.632,-1.33,,48514.45135,-6.25,5.676,-39.612,,48509.98053,-0.555,-0.429,-0.431,,48509.98053,0.118,0.819,-0.569,,
48509.39801,1.26,-0.349,-0.192,,48509.37311,10.733,-3.791,-0.919,,48514.47128,-5.762,4.98,-39.734,,48509.9855,-0.554,-0.432,-0.43,,48509.9855,0.156,0.973,-0.648,,
48509.40298,1.278,-0.353,-0.215,,48509.37811,10.772,-3.878,-0.564,,48514.49118,-6.543,4.883,-39.612,,48509.99048,-0.554,-0.434,-0.429,,48509.99048,0.299,1.163,-0.589,,
48509.40799,1.275,-0.353,-0.244,,48509.38308,10.843,-3.825,-0.329,,48514.51111,-9.18,5.286,-39.111,,48509.99545,-0.551,-0.445,-0.427,,48509.99545,0.652,0.589,0.363,,
48509.41296,1.254,-0.35,-0.276,,48509.38806,10.865,-3.712,-0.18,,48514.53103,-12.012,5.188,-38.477,,48510.02035,-0.551,-0.447,-0.427,,48510.02035,0.654,0.234,0.641,,
48509.41794,1.222,-0.34,-0.299,,48509.39303,10.753,-3.624,-0.12,,48514.55093,-15.527,7.141,-38.477,,48510.02533,-0.55,-0.448,-0.428,,48510.02533,0.505,-0.199,1.015,,
48509.42291,1.188,-0.313,-0.31,,48509.39801,10.643,-3.584,-0.215,,48514.57086,-18.75,8.228,-36.829,,48510.03528,-0.549,-0.45,-0.429,,48510.03528,0.245,-0.89,1.803,,
48509.42788,1.157,-0.268,-0.301,,48509.40298,10.522,-3.602,-0.248,,48514.59076,-21.289,10.291,-35.693,,48510.04025,-0.549,-0.45,-0.429,,48510.04025,0.194,-1.058,2.003,,
48509.43286,1.116,-0.21,-0.281,,48509.40799,10.273,-3.639,-0.172,,48514.61068,-23.145,12.061,-34.18,,48510.04522,-0.548,-0.45,-0.431,,48510.04522,0.219,-1.102,2.069,,
48509.43783,1.065,-0.152,-0.258,,48509.41296,9.933,-3.697,-0.223,,48514.63058,-24.902,14.221,-32.666,,48510.05023,-0.547,-0.45,-0.432,,48510.05023,0.246,-1.094,1.979,,
48509.44284,1.007,-0.103,-0.23,,48509.41794,9.55,-3.782,-0.303,,48514.65051,-26.27,15.991,-30.896,,48510.0552,-0.546,-0.449,-0.433,,48510.0552,0.367,-0.882,1.674,,
48509.44781,0.941,-0.072,-0.202,,48509.42291,9.233,-3.893,-0.366,,48514.67044,-27.344,17.566,-29.883,,48510.06018,-0.545,-0.449,-0.434,,48510.06018,0.479,-0.578,1.233,,
48509.45279,0.87,-0.064,-0.169,,48509.42788,8.92,-4.047,-0.497,,48514.69034,-27.734,18.542,-29.126,,48510.06515,-0.544,-0.448,-0.436,,48510.06515,0.436,-0.407,0.877,,
48509.45776,0.792,-0.062,-0.134,,48509.43286,8.552,-4.113,-0.728,,48514.71026,-27.832,19.824,-28.247,,48510.07013,-0.543,-0.447,-0.437,,48510.07013,0.291,-0.422,0.584,,
48509.46274,0.712,-0.059,-0.093,,48509.43783,8.185,-4.169,-0.949,,48514.73016,-28.32,21.887,-26.355,,48510.0751,-0.542,-0.447,-0.438,,48510.0751,0.128,-0.325,0.355,,
48509.46771,0.633,-0.042,-0.044,,48509.44284,7.807,-4.166,-1.268,,48514.75009,-29.004,24.438,-25.085,,48510.08011,-0.541,-0.446,-0.439,,48510.08011,-0.119,-0.438,0.057,,
48509.47268,0.556,-0.006,0.017,,48509.44781,7.45,-4.187,-1.568,,48514.77002,-29.102,26.306,-21.936,,48510.08508,-0.54,-0.446,-0.44,,48510.08508,-0.242,-0.558,-0.273,,
48509.47766,0.481,0.038,0.084,,48509.45279,7.171,-4.225,-1.673,,48514.78991,-28.027,25.818,-23.572,,48510.09006,-0.54,-0.446,-0.441,,48510.09006,-0.283,-0.673,-0.452,,
48509.48266,0.412,0.071,0.147,,48509.45776,6.935,-4.414,-1.61,,48514.80984,-26.758,23.352,-25.977,,48510.09503,-0.536,-0.446,-0.442,,48510.09503,-0.187,-0.73,0.005,,
48509.48764,0.356,0.093,0.196,,48509.46274,6.597,-4.671,-1.411,,48514.82974,-25.391,20.703,-29.126,,48510.11993,-0.535,-0.447,-0.442,,48510.11993,0.016,-0.838,0.142,,
48509.49261,0.318,0.111,0.218,,48509.46771,6.459,-4.866,-1.23,,48514.98907,-24.707,28.174,-20.288,,48510.12988,-0.534,-0.447,-0.441,,48510.12988,0.128,-0.827,0.273,,
48509.49759,0.304,0.133,0.221,,48509.47268,6.489,-4.897,-1.095,,48515.00897,-22.852,30.823,-18.14,,48510.13983,-0.533,-0.447,-0.441,,48510.13485,0.372,-0.759,0.396,,
48509.50256,0.308,0.163,0.204,,48509.47766,6.683,-4.762,-0.943,,48515.0289,-18.066,32.69,-17.761,,48510.1448,-0.532,-0.448,-0.441,,48510.13983,0.387,-0.644,0.452,,
48509.50754,0.318,0.205,0.169,,48509.48266,6.995,-4.521,-0.628,,48515.0488,-11.23,35.437,-16.504,,48510.14978,-0.531,-0.448,-0.441,,48510.1448,0.378,-0.535,0.462,,
48509.51251,0.328,0.247,0.128,,48509.48764,7.412,-4.25,-0.211,,48515.1882,-6.543,38.489,-2.222,,48510.15475,-0.531,-0.449,-0.441,,48510.14978,0.319,-0.537,0.413,,
48509.51748,0.324,0.273,0.08,,48509.49261,7.838,-3.922,0.155,,48515.20813,-6.641,38,-3.113,,48510.15976,-0.53,-0.449,-0.44,,48510.15475,0.243,-0.607,0.39,,
48509.52249,0.303,0.29,0.022,,48509.49759,8.161,-3.618,0.384,,48515.22802,-5.957,37.207,-5.64,,48510.16473,-0.529,-0.449,-0.44,,48510.15976,0.129,-0.578,0.415,,
48509.52746,0.269,0.299,-0.04,,48509.50256,8.371,-3.267,0.44,,48515.24795,-5.469,36.914,-8.789,,48510.16971,-0.528,-0.45,-0.44,,48510.16473,-0.11,-0.523,0.24,,
48509.53244,0.224,0.306,-0.103,,48509.50754,8.484,-2.983,0.251,,48515.26788,-5.273,36.523,-10.815,,48510.17468,-0.528,-0.45,-0.44,,48510.16971,-0.386,-0.552,-0.106,,
48509.53741,0.167,0.321,-0.152,,48509.51251,8.55,-2.833,-0.123,,48515.28778,-5.273,36.523,-13.342,,48510.17965,-0.527,-0.45,-0.44,,48510.17468,-0.471,-0.572,-0.256,,
48509.54239,0.101,0.351,-0.181,,48509.51748,8.654,-2.691,-0.361,,48515.30771,-5.762,35.437,-14.978,,48510.18463,-0.526,-0.45,-0.44,,48510.17965,-0.509,-0.701,-0.18,,
48509.54736,-0.133,0.588,-0.095,,48509.52249,8.603,-2.635,-0.572,,48515.3276,-5.859,35.144,-16.882,,48510.1896,-0.526,-0.45,-0.44,,48510.18463,-0.399,-0.765,0.049,,
48509.55234,-0.593,0.928,0.087,,48509.52746,8.415,-2.681,-0.742,,48515.40729,3.516,24.731,-31.018,,48510.19461,-0.525,-0.449,-0.44,,48510.1896,-0.406,-0.852,0.315,,
48509.55734,-0.846,0.909,0.036,,48509.53244,8.218,-2.815,-0.861,,48515.42718,5.566,22.766,-32.544,,48510.21951,-0.522,-0.444,-0.443,,48510.19461,-0.411,-0.853,0.501,,
48509.56231,-0.989,0.923,-0.077,,48509.53741,7.114,-3.339,-1.303,,48515.44711,5.566,20.605,-35.315,,48510.22449,-0.521,-0.442,-0.444,,48510.21951,-0.3,-1.354,1.246,,
48509.56729,-1.073,1.005,-0.139,,48509.54239,3.964,-4.99,-4.823,,48515.46701,3.613,18.347,-37.72,,48510.22946,-0.52,-0.44,-0.445,,48510.22449,-0.103,-1.216,1.361,,
48509.57226,-1.107,1.052,-0.157,,48509.54736,8.207,-3.675,-4.225,,48515.50683,-2.246,18.054,-39.612,,48510.23443,-0.519,-0.438,-0.446,,48510.22946,0.148,-1.057,1.374,,
48509.57724,-1.107,1.028,-0.177,,48509.55234,9.197,-2.76,-2.585,,48515.61139,-14.941,25.72,-35.315,,48510.23941,-0.517,-0.435,-0.448,,48510.23443,0.195,-0.956,1.276,,
48509.58224,-1.086,0.985,-0.233,,48509.55734,8.671,-2.45,-1.772,,48515.63131,-17.48,27.686,-33.545,,48510.24438,-0.516,-0.433,-0.449,,48510.23941,0.224,-0.929,1.116,,
48509.58722,-1.052,0.945,-0.303,,48509.56231,8.597,-2.365,-1.273,,48515.65124,-18.75,30.432,-32.544,,48510.24936,-0.514,-0.43,-0.451,,48510.24438,0.294,-0.956,1.078,,
48509.59219,-1.069,0.975,-0.368,,48509.56729,9.021,-2.563,-0.967,,48515.67114,-16.797,32.104,-30.396,,48510.25433,-0.512,-0.426,-0.453,,48510.24936,0.442,-0.997,0.81,,
48509.59717,-1.097,0.958,-0.409,,48509.57226,9.691,-2.838,-0.698,,48515.69107,-14.063,34.656,-28.882,,48510.25934,-0.51,-0.422,-0.456,,48510.25433,0.386,-1.024,0.342,,
48509.60214,-1.104,0.89,-0.417,,48509.57724,9.859,-2.969,-0.39,,48515.71097,-10.059,35.535,-31.018,,48510.26431,-0.508,-0.418,-0.459,,48510.25934,0.315,-0.91,-0.069,,
48509.60711,-1.166,0.888,-0.401,,48509.58224,9.809,-2.966,-0.654,,48515.73089,-6.055,36.914,-28.748,,48510.26928,-0.506,-0.413,-0.462,,48510.26431,0.19,-0.777,-0.412,,
48509.61209,-1.224,0.859,-0.386,,48509.58722,9.609,-3.024,-1.097,,48515.75079,-2.051,37.793,-25.842,,48510.27426,-0.504,-0.408,-0.465,,48510.26928,0.329,-0.598,-0.768,,
48509.61706,-1.126,0.671,-0.407,,48509.59219,9.087,-3.276,-0.94,,48515.77072,-2.637,34.949,-29.761,,48510.27923,-0.501,-0.402,-0.469,,48510.27426,0.444,-0.388,-1.223,,
48509.62207,-0.917,0.465,-0.444,,48509.59717,8.697,-3.407,-1.139,,48515.79065,-4.59,31.311,-32.922,,48510.28421,-0.499,-0.395,-0.474,,48510.27923,0.778,0.028,-1.839,,
48509.62704,-0.601,0.243,-0.499,,48509.60214,8.79,-3.496,-1.384,,48515.81054,-9.766,29.846,-34.302,,48510.28918,-0.496,-0.388,-0.479,,48510.28421,1.43,0.485,-1.993,,
48509.63202,-0.204,0.005,-0.577,,48509.60711,9.222,-3.657,-0.071,,48515.83044,-13.77,29.944,-33.679,,48510.29419,-0.493,-0.38,-0.484,,48510.28918,1.641,0.902,-1.895,,
48509.63699,0.07,-0.035,-0.557,,48509.61209,9.47,-3.611,1.298,,48515.85037,-13.477,31.702,-33.923,,48510.31906,-0.474,-0.33,-0.522,,48510.29419,1.611,1.251,-1.799,,
48509.64197,0.03,0.136,-0.361,,48509.61706,9.883,-3.321,2.618,,48515.8703,-12.012,31.812,-31.531,,48510.32901,-0.47,-0.322,-0.529,,48510.31906,1.301,0.32,0.904,,
48509.64694,0.02,-0.032,-0.331,,48509.62207,10.382,-2.906,3.874,,48515.8902,-10.352,33.081,-29.639,,48510.33398,-0.466,-0.313,-0.535,,48510.32901,0.987,-0.175,1.352,,
48509.65191,0.04,-0.267,-0.366,,48509.62704,9.845,-2.85,4.167,,48515.91012,-8.203,35.828,-26.355,,48510.33899,-0.462,-0.304,-0.542,,48510.33398,0.561,-0.727,1.579,,
48509.65689,0.076,-0.432,-0.362,,48509.63202,5.242,-4.605,0.636,,48515.93002,-5.273,38.977,-21.045,,48510.34396,-0.458,-0.294,-0.548,,48510.33899,0.266,-1.231,1.55,,
48509.66189,0.17,-0.565,-0.364,,48509.63699,8.188,-4.126,-0.939,,48515.94995,-2.344,40.161,-15.747,,48510.34894,-0.453,-0.285,-0.555,,48510.34396,0.307,-1.546,1.401,,
48509.66687,0.317,-0.674,-0.405,,48509.64197,9.117,-3.419,-0.666,,48515.96985,-0.879,40.747,-13.22,,48510.35391,-0.449,-0.276,-0.561,,48510.34894,0.643,-1.517,1.136,,
48509.67184,0.498,-0.775,-0.497,,48509.64694,8.077,-3.183,-0.354,,48515.98977,2.148,40.454,-10.315,,48510.35891,-0.444,-0.267,-0.566,,48510.35391,0.946,-1.153,0.61,,
48509.67682,0.68,-0.869,-0.598,,48509.65191,8.291,-2.829,0.391,,48516.0097,4.785,40.552,-6.897,,48510.36389,-0.439,-0.258,-0.572,,48510.35891,1.167,-0.65,-0.419,,
48509.68179,0.793,-0.914,-0.61,,48509.65689,9.141,-2.389,1.309,,48516.0296,4.199,39.563,-7.41,,48510.36886,-0.435,-0.25,-0.576,,48510.36389,1.324,-0.035,-1.503,,
48509.68677,0.819,-0.935,-0.566,,48509.66189,9.88,-2.19,2.042,,48516.04953,3.809,40.747,-8.411,,48510.37384,-0.43,-0.243,-0.581,,48510.36886,1.192,0.472,-2.304,,
48509.69177,0.767,-0.926,-0.501,,48509.66687,10.514,-1.951,2.529,,48516.06943,2.637,39.368,-8.167,,48510.37881,-0.426,-0.236,-0.585,,48510.37384,0.981,0.766,-2.963,,
48509.69674,0.649,-0.854,-0.417,,48509.67184,9.329,-2.239,2.062,,48516.08935,2.344,39.172,-9.424,,48510.38379,-0.422,-0.23,-0.588,,48510.37881,0.841,0.89,-3.314,,
48509.70172,0.488,-0.72,-0.328,,48509.67682,8.538,-2.59,1.143,,48516.10928,1.758,38.684,-10.559,,48510.38876,-0.419,-0.225,-0.591,,48510.38379,0.856,0.959,-3.35,,
48509.70669,0.307,-0.539,-0.245,,48509.68179,8.438,-2.823,0.509,,48516.12918,1.758,38.293,-11.316,,48510.39374,-0.416,-0.22,-0.594,,48510.38876,0.935,1.173,-3.29,,
48509.71167,0.139,-0.343,-0.177,,48509.68677,8.151,-3.139,0.147,,48516.14911,1.27,37.695,-12.585,,48510.42361,-0.401,-0.2,-0.608,,48510.39374,0.987,1.237,-3.171,,
48509.71664,0.009,-0.171,-0.135,,48509.69177,8.153,-3.42,-0.04,,48516.169,1.465,38,-11.45,,48510.42859,-0.399,-0.197,-0.609,,48510.42361,0.803,-0.413,0.497,,
48509.72162,-0.058,-0.071,-0.124,,48509.69674,8.392,-3.558,-0.06,,48516.18893,1.953,38.293,-10.559,,48510.43356,-0.397,-0.194,-0.611,,48510.42859,0.817,-0.768,0.998,,
48509.72662,-0.051,-0.041,-0.146,,48509.70172,8.696,-3.518,0.146,,48516.20883,1.953,39.172,-8.923,,48510.43854,-0.395,-0.191,-0.613,,48510.43356,0.864,-0.944,1.272,,
48509.7316,0.029,-0.06,-0.203,,48509.70669,9.101,-3.328,0.465,,48516.22876,2.148,39.075,-8.545,,48510.44354,-0.393,-0.189,-0.615,,48510.43854,0.98,-0.81,1.361,,
48509.73657,0.156,-0.113,-0.279,,48509.71167,9.631,-3.019,0.887,,48516.24869,2.637,39.27,-9.045,,48510.44851,-0.39,-0.186,-0.616,,48510.44354,0.971,-0.627,1.268,,
48509.74154,0.307,-0.18,-0.367,,48509.71664,10.331,-2.593,1.429,,48516.26858,2.441,38.879,-10.559,,48510.45349,-0.388,-0.183,-0.618,,48510.44851,0.91,-0.482,1.096,,
48509.74652,0.461,-0.263,-0.454,,48509.72162,10.906,-2.155,1.973,,48516.28851,2.246,38,-12.708,,48510.45846,-0.386,-0.18,-0.619,,48510.45349,1.008,-0.292,0.762,,
48509.75149,0.598,-0.35,-0.529,,48509.72662,11.3,-1.93,2.393,,48516.30841,1.66,36.914,-15.356,,48510.46344,-0.384,-0.178,-0.621,,48510.45846,1.241,0.091,0.303,,
48509.75647,0.687,-0.426,-0.584,,48509.7316,11.549,-1.825,2.585,,48516.32834,1.66,37.012,-17.761,,48510.46841,-0.382,-0.175,-0.622,,48510.46344,1.361,0.626,-0.047,,
48509.76144,0.706,-0.491,-0.614,,48509.73657,11.588,-1.817,2.556,,48516.34823,2.832,35.339,-18.896,,48510.47342,-0.38,-0.173,-0.624,,48510.46841,1.406,1.115,-0.302,,
48509.76645,0.664,-0.532,-0.616,,48509.74154,11.363,-1.883,2.343,,48516.36816,3.809,33.374,-21.936,,48510.47839,-0.378,-0.171,-0.625,,48510.47342,1.57,1.53,-0.463,,
48509.77142,0.566,-0.54,-0.589,,48509.74652,11.029,-2.015,1.894,,48516.40799,16.211,19.128,-30.139,,48510.48337,-0.376,-0.169,-0.627,,48510.47839,1.73,1.829,-0.661,,
48509.7764,0.44,-0.51,-0.55,,48509.75149,10.497,-2.358,0.943,,48516.42792,17.871,17.358,-30.896,,48510.48834,-0.375,-0.167,-0.629,,48510.48834,1.69,1.65,-0.699,,
48509.78137,0.307,-0.459,-0.513,,48509.75647,9.951,-2.631,0.107,,48516.44781,14.941,13.538,-35.828,,48510.49331,-0.373,-0.165,-0.631,,48510.49331,1.609,1.47,-0.543,,
48509.78634,0.193,-0.4,-0.48,,48509.76144,9.437,-2.893,-0.604,,48516.46774,9.57,9.802,-39.355,,48510.52319,-0.366,-0.156,-0.644,,48510.52319,0.354,-0.223,1.433,,
48509.79132,0.11,-0.353,-0.46,,48509.76645,9.078,-3.083,-1.082,,48516.48764,2.734,7.544,-41.504,,48510.52817,-0.365,-0.154,-0.647,,48510.52817,0.298,-0.373,1.864,,
48509.79629,0.069,-0.324,-0.447,,48509.77142,9.065,-3.096,-1.251,,48516.50757,-4.199,7.642,-41.638,,48510.53314,-0.363,-0.153,-0.649,,48510.53314,0.178,-0.533,2.123,,
48509.80127,0.047,-0.311,-0.438,,48509.7764,9.158,-3.056,-1.227,,48516.52749,-10.938,9.009,-40.625,,48510.53811,-0.362,-0.151,-0.651,,48510.53811,-0.032,-0.616,2.43,,
48509.80627,0.032,-0.298,-0.433,,48509.78137,9.346,-2.935,-0.962,,48516.54739,-16.699,10.974,-38.855,,48510.54309,-0.36,-0.15,-0.653,,48510.54309,-0.097,-0.711,2.645,,
48509.81125,0.022,-0.278,-0.419,,48509.78634,9.449,-2.874,-0.439,,48516.64697,-27.93,24.146,-27.734,,48510.54809,-0.358,-0.148,-0.656,,48510.54809,-0.013,-0.757,2.44,,
48509.81622,0.018,-0.232,-0.389,,48509.79132,9.524,-3.027,-0.166,,48516.66687,-21.582,24.146,-33.545,,48510.55307,-0.356,-0.146,-0.658,,48510.55307,0.09,-0.627,2.079,,
48509.8212,0.031,-0.17,-0.349,,48509.79629,9.664,-3.152,-0.05,,48516.6868,-13.574,26.794,-33.167,,48510.55804,-0.354,-0.144,-0.661,,48510.55804,0.107,-0.356,1.627,,
48509.82617,0.041,-0.118,-0.3,,48509.80127,9.674,-3.313,0.165,,48516.70672,-6.348,26.697,-33.044,,48510.56302,-0.351,-0.142,-0.663,,48510.56302,0.085,-0.012,1.077,,
48509.83114,0.034,-0.079,-0.247,,48509.80627,9.344,-3.6,0.545,,48516.72662,-0.391,27.576,-31.653,,48510.56799,-0.349,-0.14,-0.666,,48510.56799,0.078,0.377,0.576,,
48509.83615,0.026,-0.046,-0.201,,48509.81125,9.13,-3.917,1.125,,48516.74655,3.809,28.174,-30.64,,48510.57297,-0.346,-0.138,-0.668,,48510.57297,0.143,0.647,0.139,,
48509.84112,0.025,-0.026,-0.166,,48509.81622,9.198,-4.205,1.15,,48516.76645,7.227,29.248,-29.004,,48510.57797,-0.344,-0.136,-0.671,,48510.57797,0.054,0.73,-0.388,,
48509.8461,0.04,-0.011,-0.148,,48509.8212,9.024,-4.413,0.852,,48516.78637,8.887,28.955,-28.882,,48510.58294,-0.341,-0.133,-0.674,,48510.58294,-0.023,0.751,-0.987,,
48509.85107,0.064,-0.016,-0.148,,48509.82617,9.091,-4.312,0.683,,48516.80627,9.766,28.955,-28.882,,48510.58792,-0.338,-0.131,-0.677,,48510.58792,0.015,0.782,-1.503,,
48509.85605,0.083,-0.04,-0.155,,48509.83114,9.313,-4.119,0.549,,48516.8262,8.594,30.042,-29.504,,48510.59289,-0.336,-0.128,-0.679,,48510.59289,0.025,0.95,-1.819,,
48509.86102,0.091,-0.073,-0.168,,48509.83615,9.45,-3.802,0.508,,48516.8461,5.371,31.409,-31.018,,48510.62277,-0.325,-0.116,-0.695,,48510.62277,-0.237,0.418,-0.68,,
48509.866,0.09,-0.104,-0.183,,48509.84112,9.718,-3.46,0.397,,48516.86603,-2.051,32.202,-32.031,,48510.62774,-0.324,-0.115,-0.698,,48510.62774,-0.24,0.109,-0.072,,
48509.87097,0.08,-0.13,-0.215,,48509.8461,9.865,-3.217,0.098,,48516.88592,-10.84,31.909,-33.679,,48510.63272,-0.322,-0.114,-0.7,,48510.63272,-0.382,-0.217,0.324,,
48509.87597,0.067,-0.151,-0.261,,48509.85107,9.936,-3.029,-0.143,,48516.90585,-14.746,32.983,-32.288,,48510.63769,-0.321,-0.114,-0.702,,48510.63769,-0.565,-0.512,0.533,,
48509.88095,0.06,-0.161,-0.286,,48509.85605,9.91,-2.923,-0.291,,48516.93075,-12.305,33.179,-32.788,,48510.64267,-0.32,-0.113,-0.704,,48510.64267,-0.729,-0.819,0.682,,
48509.88592,0.053,-0.165,-0.297,,48509.86102,10.079,-2.781,-0.416,,48516.95065,-12.305,33.179,-32.788,,48510.64764,-0.319,-0.112,-0.706,,48510.64764,-0.87,-1.096,0.87,,
48509.8909,0.052,-0.167,-0.305,,48509.866,10.309,-2.664,-0.532,,48516.97058,-3.32,33.765,-33.044,,48510.65265,-0.317,-0.112,-0.708,,48510.65265,-1.025,-1.279,1.118,,
48509.89587,0.057,-0.169,-0.318,,48509.87097,10.014,-2.715,-0.322,,48516.99048,3.418,38.586,-26.355,,48510.65762,-0.316,-0.111,-0.71,,48510.65762,-1.102,-1.421,1.243,,
48509.90085,0.068,-0.179,-0.333,,48509.87597,9.834,-2.754,-0.129,,48517.0104,7.031,40.454,-22.437,,48510.6626,-0.314,-0.11,-0.712,,48510.6626,-1.062,-1.465,1.253,,
48509.90585,0.084,-0.199,-0.348,,48509.88095,9.773,-2.843,0.069,,48517.03033,8.691,41.333,-20.288,,48510.66757,-0.312,-0.108,-0.713,,48510.66757,-0.961,-1.369,1.199,,
48509.91083,0.105,-0.231,-0.361,,48509.88592,9.844,-2.96,0.254,,48517.05023,12.305,41.138,-16.748,,48510.67254,-0.31,-0.107,-0.715,,48510.67254,-0.895,-1.213,1.15,,
48509.9158,0.133,-0.264,-0.381,,48509.8909,9.921,-2.935,0.358,,48517.07016,14.453,42.224,-12.585,,48510.67752,-0.308,-0.105,-0.716,,48510.67752,-0.743,-0.928,1.055,,
